"","University","qs_students","qs_z","qs_ranking","qs_rank","the_students","the_z","the_ranking","the_rank","z_distance","ranking_distance","diff","pdiff","outlier"
"671","Vietnam National University, Hanoi",41803,0.870320605355509,1139,"801-1000",41803,0.984767918907359,1939,"1001¡V1200",-0.11444731355185,-800,0,0,"not outlier"
"672","Vilnius University",17341,-0.276045833313048,597,"=400",16815,-0.122955040417008,1187,"801¡V1000",-0.153090792896039,-590,526,0.0308,"not outlier"
"673","Virginia Polytechnic Institute and State University",33864,0.498274036939612,1046,"346",34950,0.68097307977458,1837,"251¡V300",-0.182699042834967,-791,-1086,-0.03156,"not outlier"
"674","Voronezh State University",15763,-0.34999588810084,521,"1001-1200",15946,-0.161477981494841,1136,"1201+",-0.188517906605999,-615,-183,-0.01154,"not outlier"
"675","Vrije Universiteit Amsterdam",26990,0.176136726032587,901,"=209",26593,0.310505624553124,1606,"115",-0.134368898520537,-705,397,0.01482,"not outlier"
"676","VSB - Technical University of Ostrava",11854,-0.533183951577064,362,"1001-1200",10988,-0.381267097563762,828,"1201+",-0.151916854013302,-466,866,0.07583,"not outlier"
"677","Vytautas Magnus University",7765,-0.724807382519576,157,"801-1000",7328,-0.543515618098707,522,"1201+",-0.181291764420869,-365,437,0.05791,"not outlier"
"678","Wageningen University & Research",15102,-0.380972431963154,485,"123",14871,-0.209132943127372,1077,"53",-0.171839488835782,-592,231,0.01541,"not outlier"
"679","Wake Forest University",8121,-0.708124100197362,179,"=429",8054,-0.511331895172923,578,"301¡V350",-0.196792205024439,-399,67,0.00828,"not outlier"
"680","Warsaw University of Technology",21887,-0.0630059416366818,756,"501-510",25482,0.261254775833363,1565,"1201+",-0.324260717470045,-809,-3595,-0.15179,"not outlier"
"681","Waseda University",43254,0.93831903976431,1153,"203",47565,1.24019851325773,1996,"801¡V1000",-0.301879473493418,-843,-4311,-0.09494,"not outlier"
"682","Washington State University",27704,0.209597016982196,913.5,"=427",29326,0.431660052591922,1699,"351¡V400",-0.222063035609726,-785.5,-1622,-0.05688,"not outlier"
"683","Wayne State University",20343,-0.135362649236398,707,"511-520",22598,0.133406488067577,1464,"401¡V500",-0.268769137303975,-757,-2255,-0.10503,"not outlier"
"684","Western Michigan University",18612,-0.216482766370535,649,"1001-1200",18211,-0.0610700855900189,1274,"1201+",-0.155412680780516,-625,401,0.02178,"not outlier"
"685","Western Sydney University",35641,0.581549859092912,1079,"=494",35766,0.717146520418436,1857,"201¡V250",-0.135596661325524,-778,-125,-0.0035,"not outlier"
"686","Western University",28309,0.237949224299442,928,"170",28301,0.386221600802764,1668,"201¡V250",-0.148272376503322,-740,8,0.00028,"not outlier"
"687","Worcester Polytechnic Institute",5834,-0.815300130171811,91,"751-800",5982,-0.603184063082323,403,"601¡V800",-0.212116067089489,-312,-148,-0.02505,"not outlier"
"688","Wuhan University",54421,1.46163986474231,1210,"225",54421,1.54412634298111,2036,"157",-0.082486478238802,-826,0,0,"not outlier"
"689","Wuhan University of Technology",51497,1.32461200656772,1204,"801-1000",53791,1.5161983189546,2034,"801¡V1000",-0.191586312386887,-830,-2294,-0.04358,"not outlier"
"690","Xi¡¦an Jiaotong University",44568,0.999897222268213,1161,"=290",38879,0.855146423266874,1906,"401¡V500",0.144750799001339,-745,5689,0.13635,"not outlier"
"691","Xiamen University",38121,0.697770477517326,1111,"=407",42141,0.999751525448564,1943,"401¡V500",-0.301981047931238,-832,-4020,-0.10017,"not outlier"
"692","Yale University",9420,-0.647248864982316,242,"=14",13317,-0.278022069059422,980,"9",-0.369226795922893,-738,-3897,-0.34279,"outlier & student qs < the"
"693","Yamaguchi University",10371,-0.60268200686876,295.5,"801-1000",10739,-0.392305316583763,804,"1201+",-0.210376690284997,-508.5,-368,-0.03486,"not outlier"
"694","Yarmouk University",34080,0.508396477899158,1052,"1201+",34222,0.648700696455061,1822,"1201+",-0.140304218555903,-770,-142,-0.00416,"not outlier"
"695","Yeungnam University",21204,-0.0950134748559862,730,"801-1000",19589,1.6925693356282e-05,1343,"801¡V1000",-0.0950304005493425,-613,1615,0.07918,"not outlier"
"696","Yokohama City University",5087,-0.850306905156907,68,"=487",5054,-0.644322485775336,338.5,"401¡V500",-0.205984419381571,-270.5,33,0.00651,"not outlier"
"697","Yokohama National University",9680,-0.635064445308788,256,"801-1000",9805,-0.433709720457981,732,"1201+",-0.201354724850808,-476,-125,-0.01283,"not outlier"
"698","York University",43062,0.929321314466936,1148,"=494",43258,1.04926835534953,1955,"401¡V500",-0.119947040882594,-807,-196,-0.00454,"not outlier"
"699","Yuan Ze University",8017,-0.712997868066773,171,"1001-1200",8017,-0.512972112457019,575,"1201+",-0.200025755609754,-404,0,0,"not outlier"
"700","Zagazig University",154303,6.14242527178559,1265,"1201+",147705,5.67942442756628,2102,"801¡V1000",0.46300084421931,-837,6598,0.04369,"not outlier"
"701","Zayed University",6885,-0.766046956799207,131,"651-700",7844,-0.520641236515092,562,"601¡V800",-0.245405720284115,-431,-959,-0.13022,"not outlier"
"702","Zhejiang University",39936,0.782827099469065,1123,"45",40352,0.920444803252658,1925,"=75",-0.137617703783593,-802,-416,-0.01036,"not outlier"
